country,country_long,name,latitude,longitude,primary_fuel
USA,United States,Kekawaka Power House,40.0941,-123.509,Hydro
USA,United States,Kelford,36.1542,-77.2185,Solar
USA,United States,Kelford,36.1481,-77.2119,Solar
USA,United States,Kellogg's - San Jose,37.3564,-121.8719,Gas
USA,United States,Kelly Creek Wind Project,40.9675,-88.1975,Wind
USA,United States,Kelly Ridge,39.5318,-121.4912,Hydro
USA,United States,Kelly Solar  LLC,36.3912,-78.449,Solar
USA,United States,Kemper County,32.7976,-88.606,Gas
USA,United States,Kenansville,34.96,-78.04,Solar
USA,United States,Kenansville Solar 2  LLC,34.9578,-77.9817,Solar
USA,United States,Kenansville Solar Farm  LLC,34.97,-77.9761,Solar
USA,United States,Kendall County Generation Facility,41.4797,-88.2581,Gas
USA,United States,Kendall Square Station,42.3633,-71.0792,Gas
USA,United States,Kenilworth Energy Facility,40.6781,-74.2744,Gas
USA,United States,Kennecott Power Plant,40.7119,-112.1225,Cogeneration
USA,United States,Kennedy International Airport Cogen,40.6417,-73.7778,Gas
USA,United States,Kennedy Solar  LLC,35.0123,-78.0922,Solar
USA,United States,Kenneth C Coleman,37.9631,-86.7911,Coal
USA,United States,Kenneth Solar,36.4338,-78.1526,Solar
USA,United States,Kennett,36.2338,-90.0521,Gas
USA,United States,Kent County - Worton Complex,39.2808,-76.0908,Solar
USA,United States,Kent County Waste to Energy Facility,42.9496,-85.6932,Waste
USA,United States,Kent County Wastewater Treatment Solar,38.9931,-75.4375,Solar
USA,United States,Kent County-Kennedyville,39.2972,-75.9822,Solar
USA,United States,Kent Falls,44.7053,-73.5967,Hydro
USA,United States,Kentucky Dam,37.0131,-88.2692,Hydro
USA,United States,Kentucky Mills,37.8948,-86.6854,Biomass
USA,United States,Kenyon Municipal,44.2718,-92.9848,Oil
USA,United States,Keokuk,40.3965,-91.3719,Hydro
USA,United States,Keowee,34.7981,-82.8872,Hydro
USA,United States,Kerckhoff,37.0925,-119.5528,Hydro
USA,United States,Kerckhoff 2,37.0718,-119.558,Hydro
USA,United States,Kern Canyon,35.4407,-118.7965,Hydro
USA,United States,Kern Front Limited,35.5165,-119.0401,Gas
USA,United States,Kern Oil & Refining Co,35.2956,-118.9183,Gas
USA,United States,Kern River 1,35.4603,-118.7796,Hydro
USA,United States,Kern River 3,35.7762,-118.4362,Hydro
USA,United States,Kern River Cogeneration,35.4515,-118.9849,Gas
USA,United States,Kern River Eastridge Cogen,35.4406,-118.9617,Gas
USA,United States,Keswick,40.6119,-122.4464,Hydro
USA,United States,Ketchikan,55.3446,-131.6334,Hydro
USA,United States,Kettering Solar 1,34.7003,-118.1236,Solar
USA,United States,Kettering Solar 2,34.7003,-118.1236,Solar
USA,United States,Kettle Butte Digester  LLC,43.6319,-112.2797,Biomass
USA,United States,Kettle Falls Generating Station,48.6203,-118.1111,Waste
USA,United States,Kettleman Solar -Centaurus,36.0508,-119.9475,Solar
USA,United States,Kettleman Solar Project,38.1214,-121.1412,Solar
USA,United States,Keys Energy Center,38.6955,-76.8278,Gas
USA,United States,Keystone,40.6604,-79.3411,Coal
USA,United States,Keystone Dam,36.1508,-96.2517,Hydro
USA,United States,Keystone Recovery,41.4363,-75.5984,Waste
USA,United States,Keystone Solar,39.8611,-76.2211,Solar
USA,United States,Kiamichi Energy Facility,34.6831,-95.9349,Gas
USA,United States,Kiana,66.9739,-160.4286,Oil
USA,United States,Kibby Wind Facility,45.3853,-70.5258,Wind
USA,United States,Kiefer Landfill,38.5136,-121.1944,Waste
USA,United States,Kihei Solar Farm,20.7937,-156.4339,Solar
USA,United States,Kilarc,40.6778,-121.8733,Hydro
USA,United States,Kilbourn,43.6258,-89.7808,Hydro
USA,United States,Kilroy Solar,32.9361,-117.2342,Solar
USA,United States,Kimball,41.2382,-103.6667,Oil
USA,United States,Kimball Wind,41.2736,-103.6983,Wind
USA,United States,Kimberly Clark Mobile - CHP Plant,30.7377,-88.0498,Gas
USA,United States,Kimberly Clark-Unit 1 2 3,41.5583,-73.4136,Gas
USA,United States,Kimberly Mill,44.2769,-88.3344,Hydro
USA,United States,Kimberly-Clark Solar,33.0,-85.034,Solar
USA,United States,Kincaid Generation LLC,39.5906,-89.4964,Coal
USA,United States,Kinder Morgan Fordham,40.5426,-74.2366,Solar
USA,United States,Kindred School,46.6497,-97.0095,Oil
USA,United States,King & Queen,37.6711,-76.76,Waste
USA,United States,King City Peaking,36.2248,-121.1246,Gas
USA,United States,King City Power Plant,36.225,-121.1278,Gas
USA,United States,King Cove,55.0617,-162.3103,Oil
USA,United States,King Mill,33.4852,-81.9912,Hydro
USA,United States,King Mountain Wind Ranch 1,31.2092,-102.2417,Wind
USA,United States,Kingbird A Solar LLC,34.819,-118.432,Solar
USA,United States,Kingbird B Solar  LLC,34.8242,-118.4385,Solar
USA,United States,Kingdom Community Wind,44.7483,-72.4253,Wind
USA,United States,Kingfisher,35.8575,-97.9277,Gas
USA,United States,Kingfisher Wind LLC,35.7703,-97.7997,Wind
USA,United States,Kingman 1,35.1458,-114.0675,Wind
USA,United States,Kingman Municipal Power and Light Plant,37.3831,-98.0704,Gas
USA,United States,Kingman Wind,37.5867,-98.5793,Wind
USA,United States,Kings Bay Solar Facility,30.8349,-81.5636,Solar
USA,United States,Kings Beach,39.2458,-120.0272,Oil
USA,United States,Kings Falls Hydroelectric,43.9173,-75.6338,Hydro
USA,United States,Kings Mountain Energy Center,35.2025,-81.3631,Gas
USA,United States,Kings Park Solar I,40.8683,-73.2493,Solar
USA,United States,Kings Park Solar II,40.8683,-73.2493,Solar
USA,United States,Kings Plaza Total Energy Plant (TEP),40.6102,-73.92,Gas
USA,United States,Kings River PH,36.8882,-119.1588,Hydro
USA,United States,Kingsberry Energy Storage System,30.266,-97.6861,Storage
USA,United States,Kingsbrook Jewish Medical Center,40.6593,-73.9338,Oil
USA,United States,Kingsburg Cogen,36.5397,-119.5794,Gas
USA,United States,Kingsburg Solar,36.5053,-119.5403,Solar
USA,United States,Kingsford,45.808,-88.1251,Hydro
USA,United States,Kingsley,41.2114,-101.6681,Hydro
USA,United States,Kingston,35.8992,-84.5194,Coal
USA,United States,Kingston Wind Independence,41.9789,-70.7158,Wind
USA,United States,Kingsville CSG,39.4181,-76.3977,Solar
USA,United States,Kinmundy,38.7619,-89.0128,Gas
USA,United States,Kinneytown New Old,41.3686,-73.0856,Hydro
USA,United States,Kinsley Landfill Solar,39.7933,-75.1064,Solar
USA,United States,Kinston,35.3706,-77.6083,Solar
USA,United States,Kinston Davis Farm,35.2184,-77.6426,Solar
USA,United States,Kinston Solar,35.3514,-77.4723,Solar
USA,United States,Kirkwall Holdings,34.9889,-78.1375,Solar
USA,United States,Kirkwood Wind Turbine,41.9166,-91.6509,Wind
USA,United States,Kishwaukee CHP Plant,42.2219,-89.0933,Biomass
USA,United States,Kit Carson,36.9667,-105.4381,Solar
USA,United States,Kit Carson Windpower,39.3383,-102.3533,Wind
USA,United States,Kivalina,67.7266,-164.5384,Oil
USA,United States,Klamath Cogeneration Plant,42.1739,-121.8106,Gas
USA,United States,Klamath Expansion Project,42.1727,-121.8144,Gas
USA,United States,Klamath Falls Solar 2 CSG,42.183,-121.764,Solar
USA,United States,Klawock Power Generation Station,55.5532,-133.0854,Oil
USA,United States,Kleber,45.392,-84.3333,Hydro
USA,United States,Kleen Energy Systems Project,41.5532,-72.5969,Gas
USA,United States,Klondike Wind Power,45.5563,-120.5507,Wind
USA,United States,Klondike Windpower II,45.571,-120.593,Wind
USA,United States,Klondike Windpower III,45.5836,-120.5042,Wind
USA,United States,Knaggs Brothers Farm,42.7304,-73.9691,Solar
USA,United States,Knife Falls,46.7266,-92.4486,Hydro
USA,United States,Knouse Solar Project 1,40.0264,-77.2344,Solar
USA,United States,Knox Lee,32.3766,-94.6415,Gas
USA,United States,Knoxville Battery Energy Storage,41.316,-93.061,Storage
USA,United States,Knoxville Industrial,41.316,-93.061,Oil
USA,United States,Koda Biomass Plant,44.7956,-93.5386,Waste
USA,United States,Kodiak Microgrid,57.79,-152.397,Oil
USA,United States,Kohls San Bernardino Solar Facility,34.0947,-117.2668,Solar
USA,United States,Kojak Farm,35.7991,-78.1022,Solar
USA,United States,Kokomo Solar 1  LLC,40.473,-86.146,Solar
USA,United States,Koma Kulshan Associates,48.6802,-121.7233,Hydro
USA,United States,Koppelman Sun CSG,44.1826,-93.8763,Solar
USA,United States,Kortes,42.1743,-106.8805,Hydro
USA,United States,Kosterville,43.6142,-75.3327,Hydro
USA,United States,Kotlik,63.0322,-163.5531,Oil
USA,United States,Kotzebue Hybrid,66.8378,-162.5569,Oil
USA,United States,Koyle Ranch Hydroelectric Project,42.9457,-114.7957,Hydro
USA,United States,Koyuk,64.9321,-161.1671,Oil
USA,United States,Kramer Solar CSG,44.747,-94.7057,Solar
USA,United States,Krause CSG,44.7956,-95.2097,Solar
USA,United States,Ku'ia Solar,20.886,-156.6579,Solar
USA,United States,Kumeyaay Wind,32.7056,-116.3425,Wind
USA,United States,Kyger Creek,38.9144,-82.1289,Coal
USA,United States,Kyocera America Project,32.8197,-117.1405,Gas
USA,United States,Kyrene,33.3556,-111.9353,Gas
USA,United States,L L Wilkins,34.1845,-90.5627,Gas
USA,United States,L V Sutton Combined Cycle,34.2831,-77.9853,Gas
USA,United States,L&D Landfill Solar,39.9803,-74.7703,Solar
USA,United States,L&S Sweetners,40.0906,-76.1456,Waste
USA,United States,L'Oreal Franklin,40.4879,-74.5214,Solar
USA,United States,L'Oreal Monmouth,40.4003,-74.5047,Solar
USA,United States,L'Oreal Piscataway,40.5543,-74.468,Solar
USA,United States,L'Oreal Solar - Florence,38.9877,-84.6082,Solar
USA,United States,L-8 Solar Project,34.6543,-117.9731,Solar
USA,United States,LAC Courte Oreilles Hydroelect,45.8883,-91.0769,Hydro
USA,United States,LAWRP,33.6378,-117.7138,Storage
USA,United States,LCEC Generation LLVC,32.9781,-103.3239,Gas
USA,United States,LE Wind Turbine 1,41.5844,-81.5256,Wind
USA,United States,LEPA Unit No. 1,29.6911,-91.1928,Gas
USA,United States,LKL BLBD  LLC,28.0664,-82.0175,Solar
USA,United States,LNG 1 & 2,41.5694,-72.1175,Oil
USA,United States,LRI LFGTE Facility,46.9756,-122.2906,Waste
USA,United States,LSP-Cottage Grove LP,44.7956,-92.9119,Gas
USA,United States,LSP-Whitewater LP,42.8555,-88.7299,Gas
USA,United States,LSU Cogen,30.4106,-91.1814,Gas
USA,United States,LTMUA,39.0078,-74.9356,Solar
USA,United States,La Crosse,38.5317,-99.3083,Oil
USA,United States,La Cygne,38.3481,-94.6456,Coal
USA,United States,La Farge,43.5722,-90.6391,Oil
USA,United States,La Grange,37.6697,-120.4436,Hydro
USA,United States,La Joya Del Sol,36.6786,-119.7975,Solar
USA,United States,La Junta,37.9876,-103.5468,Oil
USA,United States,La Luz Energy Center,34.6161,-106.815,Gas
USA,United States,La Paloma Generating Plant,35.2956,-119.5919,Gas
USA,United States,La Plata,40.0244,-92.4896,Oil
USA,United States,La Porte,42.3159,-92.1928,Oil
USA,United States,La Senita,35.2417,-114.0046,Solar
USA,United States,LaFayette Solar Farm,32.8763,-85.3882,Solar
USA,United States,LaGrande,46.8328,-122.3196,Hydro
USA,United States,LaO Energy Systems,30.3186,-91.2325,Gas
USA,United States,LaSalle Generating Station,41.2455,-88.6691,Nuclear
USA,United States,Labadie,38.5622,-90.8377,Coal
USA,United States,Labish Solar LLC,45.023,-122.922,Solar
USA,United States,Lachute Hydro Lower,43.849,-73.4207,Hydro
USA,United States,Lachute Hydro Upper,43.8439,-73.4312,Hydro
USA,United States,Lackawanna Energy Center,41.4714,-75.5442,Gas
USA,United States,Lacomb Irrigation District,44.5975,-122.6854,Hydro
USA,United States,Lady Slipper Solar Array CSG,44.5544,-92.6617,Solar
USA,United States,Ladysmith,38.0722,-77.5133,Gas
USA,United States,Ladysmith Dam,45.4644,-91.0836,Hydro
USA,United States,Lafayette DPC Solar,44.8878,-91.3524,Solar
USA,United States,Lafayette Horizon Solar CSG LLC,39.9816,-105.0637,Solar
USA,United States,Lafayette Solar I  LLC,35.2324,-81.5642,Solar
USA,United States,Lagoon Cogeneration Facility,40.9872,-111.8983,Gas
USA,United States,Lagoon Creek,35.6578,-89.3964,Gas
USA,United States,Laguna Water Reclamation Facility,38.3689,-122.7658,Biomass
USA,United States,Laho Solar Plant,38.2914,-113.0356,Solar
USA,United States,Lahontan,39.4625,-119.0667,Hydro
USA,United States,Lahr 1  LLC,45.4312,-94.426,Solar
USA,United States,Lake (WY),44.415,-110.5739,Oil
USA,United States,Lake Benton I,44.2917,-96.375,Wind
USA,United States,Lake Benton II,44.1294,-96.117,Wind
USA,United States,Lake Blackshear Project,31.8477,-83.942,Hydro
USA,United States,Lake Catherine,34.4341,-92.9049,Gas
USA,United States,Lake Charles Plant,30.1489,-93.3356,Cogeneration
USA,United States,Lake Charles Polymers,30.1966,-93.322,Gas
USA,United States,Lake Creek Dam,40.4936,-111.3125,Hydro
USA,United States,Lake Crystal,44.1069,-94.2197,Oil
USA,United States,Lake Dorothy Hydroelectric Project,58.2325,-134.0533,Hydro
USA,United States,Lake Emily Solar,44.3204,-93.9032,Solar
USA,United States,Lake Forest Hospital,42.2542,-87.8643,Gas
USA,United States,Lake Gas Recovery,42.1063,-87.8137,Waste
USA,United States,Lake Hancock Solar,27.7191,-82.0339,Solar
USA,United States,Lake Hodges Hydroelectric Facility,33.0586,-117.1194,Hydro
USA,United States,Lake Hubbard,32.8358,-96.5458,Gas
USA,United States,Lake Lure,35.4259,-82.184,Hydro
USA,United States,Lake Lynn Hydro Station,39.7203,-79.8561,Hydro
USA,United States,Lake Mathews,33.8553,-117.4537,Hydro
USA,United States,Lake Mendocino,39.1972,-123.1856,Hydro
USA,United States,Lake Mills,43.4172,-93.5322,Oil
USA,United States,Lake Mills Gas Recovery,43.3864,-93.5589,Waste
USA,United States,Lake One,34.1772,-118.3147,Gas
USA,United States,Lake Park,43.4301,-95.3153,Oil
USA,United States,Lake Placid Solar Power Plant,27.3311,-81.364,Solar
USA,United States,Lake Pleasant WTP,33.8206,-112.24,Solar
USA,United States,Lake Preston,44.3649,-97.3811,Oil
USA,United States,Lake Pulaski Solar,45.1959,-93.8121,Solar
USA,United States,Lake Region Community Hybrid  LLC,46.5051,-96.1573,Wind
USA,United States,Lake Road (MO),39.7246,-94.8773,Gas
USA,United States,Lake Road Generating Plant,41.872,-71.8958,Gas
USA,United States,Lake Side Power Plant,40.3317,-111.7542,Gas
USA,United States,Lake Waconia Community Solar Garden,44.875,-93.815,Solar
USA,United States,Lake Waconia IV Community Solar Garden,44.875,-93.815,Solar
USA,United States,Lake Winds Energy Park,43.8719,-86.3347,Wind
USA,United States,Lakefield Junction,43.7984,-94.8415,Gas
USA,United States,Lakefield Utilities,43.6742,-95.1706,Oil
USA,United States,Lakefield Wind Project LLC,43.675,-95.1567,Wind
USA,United States,Lakeland Electric Co. (FL) - Airport II,27.9911,-82.0473,Solar
USA,United States,Lakeland Electric Co. (FL)-Airport 1,27.9885,-82.0473,Solar
USA,United States,Lakeland Solar Energy LLC,31.0269,-83.055,Solar
USA,United States,Lakeside,39.7573,-89.6005,Oil
USA,United States,Lakeswind Power Partners,46.7181,-96.2119,Wind
USA,United States,Lakeview Gas Recovery,42.0602,-80.0208,Waste
USA,United States,Lakeville Solar,41.8652,-70.9583,Solar
USA,United States,Lakewood Cheddar School,40.0709,-74.1808,Solar
USA,United States,Lakewood Seven Solar LLC,40.0575,-74.1856,Solar
USA,United States,Lakota Ridge LLC,44.3996,-96.4284,Wind
USA,United States,Lakota Wind Wind Farm,43.3839,-94.1475,Wind
USA,United States,Lamar Plant,38.0333,-102.5379,Wind
USA,United States,Lamar Power Project,33.6308,-95.59,Gas
USA,United States,Lambie Energy Center,38.2216,-121.8683,Gas
USA,United States,Lamesa II,32.7133,-101.8852,Solar
USA,United States,Lamesa Solar,32.7156,-101.9265,Solar
USA,United States,Lamoni Municipal Utilities,40.622,-93.9326,Oil
USA,United States,Lampwick,30.8722,-99.5373,Solar
USA,United States,Lanai Solar-Electric Plant,20.7667,-156.9233,Solar
USA,United States,Lancaster,34.7434,-117.9722,Solar
USA,United States,Lancaster Baptist Church,34.6958,-118.0589,Solar
USA,United States,Lancaster County Resource Recovery,40.0711,-76.6436,Waste
USA,United States,Lancaster Dry Farm Ranch B,34.7169,-118.2894,Solar
USA,United States,Lancaster Little Rock,34.5994,-117.9328,Solar
USA,United States,Lancaster Solar 1,34.715,-118.095,Solar
USA,United States,Lancaster Solar 2,34.7106,-118.1661,Solar
USA,United States,Lancaster WAD B,34.7802,-118.1933,Solar
USA,United States,Lanchester Generating Station,40.1108,-75.9547,Waste
USA,United States,Landis Delivery No 2,35.542,-80.6123,Oil
USA,United States,Lane Solar,35.395,-78.051,Solar
USA,United States,Lanesboro,43.72,-91.9777,Oil
USA,United States,Lanesville Solar RES,38.2717,-85.9864,Solar
USA,United States,Lang Solar Farm,35.1959,-77.5028,Solar
USA,United States,Langdon Renewables  LLC,48.63,-98.315,Wind
USA,United States,Langdon Solar Farm  LLC,35.4473,-78.4135,Solar
USA,United States,Langdon Wind Energy Center,48.6303,-98.3169,Wind
USA,United States,Langdon Wind II LLC,48.6292,-98.3164,Wind
USA,United States,Lange Gas Turbines,44.1203,-103.26,Gas
USA,United States,Lange Solar,44.0282,-92.6391,Solar
USA,United States,Langford Wind Power,31.0854,-100.6788,Wind
USA,United States,Langley Gulch Power Plant,43.9044,-116.8197,Gas
USA,United States,Langley PV1,35.8019,-77.8489,Solar
USA,United States,Lanier Solar,34.8989,-77.8089,Solar
USA,United States,Lanikuhana Solar LLC,21.4287,-158.0236,Solar
USA,United States,Lansing,43.3359,-91.1675,Coal
USA,United States,Lansing BWL REO Town Plant,42.7197,-84.5517,Gas
USA,United States,Lansing Smith,30.2686,-85.7003,Gas
USA,United States,Lapetus,32.4601,-102.6728,Solar
USA,United States,Laramie River Station,42.1089,-104.8825,Coal
USA,United States,Laredo,27.5667,-99.5089,Gas
USA,United States,Laredo Bus Facility Solar Canopies,33.7833,-84.2678,Solar
USA,United States,Laredo Ridge Wind LLC,41.8803,-98.0239,Wind
USA,United States,Larkspur Energy Facility,32.567,-116.9442,Gas
USA,United States,Larned,38.1762,-99.1,Oil
USA,United States,Larsen Memorial,28.0797,-81.9228,Gas
USA,United States,Las Animas,38.0647,-103.2159,Oil
USA,United States,Las Vegas Generating Station,36.2319,-115.1222,Gas
USA,United States,Las Vegas Solar Energy Center,35.6433,-105.2067,Solar
USA,United States,Las Vegas WPCF Solar Plant,36.1344,-115.0353,Solar
USA,United States,Las Virgenes Municipal Water District,34.1361,-118.7019,Solar
USA,United States,Last Chance,42.6033,-111.7053,Hydro
USA,United States,Lateral 10 Ventures,42.6474,-114.8903,Hydro
USA,United States,Latigo Wind Park,37.8867,-109.3684,Wind
USA,United States,Latitude Solar Center,35.3064,-89.1675,Solar
USA,United States,Lauderdale,26.0686,-80.1984,Gas
USA,United States,Laurel,42.4305,-97.0908,Gas
USA,United States,Laurel Dam,36.9614,-84.27,Hydro
USA,United States,Laurel Hill Wind,41.5323,-77.0296,Wind
USA,United States,Laurel Mountain Hybrid,39.0072,-79.8866,Wind
USA,United States,Laurel Ridge LFGTE,37.035,-84.0933,Waste
USA,United States,Laurel Wind Farm,41.8833,-92.9333,Wind
USA,United States,Laurens,42.8486,-94.8506,Oil
USA,United States,Laurinburg Farm,34.7644,-79.443,Solar
USA,United States,Laurinburg Solar,34.7565,-79.4302,Solar
USA,United States,Laurinburg Solar  LLC (Heelstone),34.7076,-79.2954,Solar
USA,United States,Laverne Battery,43.6386,-96.39,Storage
USA,United States,Laverne Diesel Generating Plant,36.7106,-99.8906,Oil
USA,United States,Lavio Solar,38.1946,-122.6634,Solar
USA,United States,Lawrence County Station,38.8003,-86.4511,Gas
USA,United States,Lawrence Creek Solar,45.4013,-92.6937,Solar
USA,United States,Lawrence Energy Center,39.0072,-95.2692,Coal
USA,United States,Lawrence Hydroelectric Associates,42.6994,-71.1653,Hydro
USA,United States,Lawrenceburg Power  LLC,39.0911,-84.8669,Gas
USA,United States,Lay Dam,32.9633,-86.5187,Hydro
USA,United States,LeSun CSG  LLC,44.2134,-93.5524,Solar
USA,United States,Leaburg,44.1011,-122.6892,Hydro
USA,United States,Leaf River Cellulose LLC,31.2434,-89.0456,Biomass
USA,United States,Leaning Juniper,45.6525,-120.2098,Wind
USA,United States,Leaning Juniper Wind Power II,45.651,-120.2598,Wind
USA,United States,Leavenworth Greenworks LLC,40.9253,-72.7633,Solar
USA,United States,Lebanon Pines 1 & 2,41.5683,-72.2322,Oil
USA,United States,Lebanon Solar,40.6758,-74.9122,Solar
USA,United States,Lebanon Solar Farm (MO),37.6678,-92.6706,Solar
USA,United States,Ledeaux Solar  LLC CSG,42.241,-72.104,Solar
USA,United States,Lederle Laboratories,41.0772,-74.0181,Gas
USA,United States,Lee Combined Cycle Plant,35.3736,-78.0894,Gas
USA,United States,Lee County Landfill,34.181,-80.2678,Waste
USA,United States,Lee County Solid Waste Energy,26.6315,-81.7607,Waste
USA,United States,Lee Creek Water Treatment Facility,35.4845,-94.3929,Hydro
USA,United States,Lee Energy Facility,41.8287,-89.4054,Gas
USA,United States,Lee Site 31 Solar,42.2969,-73.2275,Solar
USA,United States,Leesville,37.0933,-79.4025,Hydro
USA,United States,Leggett Solar  LLC,36.058,-77.623,Solar
USA,United States,Legoland Solar,27.9862,-81.6902,Solar
USA,United States,Leicester One MA Solar LLC,42.2228,-71.8786,Solar
USA,United States,Leland Olds,47.2808,-101.3212,Coal
USA,United States,Lemolo 1,43.3558,-122.2494,Hydro
USA,United States,Lemolo 2,43.2806,-122.4025,Hydro
USA,United States,Lemon Creek,58.3536,-134.4953,Oil
USA,United States,Lemond Solar,44.081,-93.2859,Solar
USA,United States,Lemoore 1,36.2579,-119.7981,Solar
USA,United States,Lempster Wind LLC,43.233,-72.1455,Wind
USA,United States,Lenape II,39.7767,-86.0428,Solar
USA,United States,Lennon Generating,42.9817,-83.9794,Waste
USA,United States,Lenoir Farm,35.3317,-77.6664,Solar
USA,United States,Lenoir Farm 2,35.35,-77.475,Solar
USA,United States,Lenox,40.88,-94.5589,Oil
USA,United States,Leo Community Solar,43.9782,-95.8508,Solar
USA,United States,Leominster,42.5616,-71.7554,Solar
USA,United States,Leominster (MA)-South Street-R&D,42.6062,-71.1772,Solar
USA,United States,Leon Creek,29.3525,-98.5761,Gas
USA,United States,Leon Solar,33.1611,-96.2397,Solar
USA,United States,Leonardo Wind 1 LLC,42.4981,-93.3678,Wind
USA,United States,Lepomis PV Energy LLC,41.8572,-70.5583,Solar
USA,United States,Letchworth Solar Project,42.619,-78.1795,Solar
USA,United States,Lewis & Clark,47.6785,-104.1566,Coal
USA,United States,Lewis Creek,30.4356,-95.5214,Gas
USA,United States,Lewis Smith Dam,33.9406,-87.1077,Hydro
USA,United States,Lewiston Niagara,43.143,-79.022,Hydro
USA,United States,Lewiston Solar,36.1411,-77.2111,Solar
USA,United States,Lewisville,33.0685,-96.9638,Hydro
USA,United States,Lexington,35.7736,-80.2594,Oil
USA,United States,Lexington Health Center,35.8309,-80.2422,Oil
USA,United States,Libby,48.4098,-115.3143,Hydro
USA,United States,Liberty Electric Power Plant,39.8614,-75.3358,Gas
USA,United States,Liberty HS Solar Project,35.3644,-119.1275,Solar
USA,United States,Liberty I & II LFGTE,40.8856,-86.7044,Waste
USA,United States,Liberty Pole DPC Solar,43.4941,-90.9071,Solar
USA,United States,Libra Community Solar,45.6712,-95.3885,Solar
USA,United States,Lichtenthal,43.0201,-78.1582,Solar
USA,United States,Lieberman,32.7047,-93.9597,Gas
USA,United States,Life Technologies - Pleasanton,37.6439,-121.8842,Gas
USA,United States,Life Technologies Carlsbad,33.1372,-117.2869,Gas
USA,United States,Lighthouse Hill,43.5241,-75.9703,Hydro
USA,United States,Lightning Dock Geothermal HI-01  LLC,32.1447,-108.8383,Geothermal
USA,United States,Lightolier Wind I Turbine,41.7456,-71.1172,Wind
USA,United States,Lillington Solar,35.368,-78.801,Solar
USA,United States,Lilliwaup Falls Generating,47.4706,-123.1153,Hydro
USA,United States,Lilly Technical Center,39.7475,-86.1831,Oil
USA,United States,Lime Creek,43.2481,-93.205,Oil
USA,United States,Lime Saddle,39.6988,-121.571,Hydro
USA,United States,Lime Wind,44.3969,-117.2719,Wind
USA,United States,Limelight Solar II LLC,34.9939,-81.8782,Solar
USA,United States,Limerick,40.2243,-75.5874,Nuclear
USA,United States,Limerick Road Solar Farm,44.3689,-73.2471,Solar
USA,United States,Limestone,31.4219,-96.2525,Coal
USA,United States,Limon Generating Station,39.2038,-103.7005,Gas
USA,United States,Limon III Wind LLC,39.3533,-103.4742,Wind
USA,United States,Limon Wind I,39.381,-103.5732,Wind
USA,United States,Limon Wind II,39.3414,-103.5811,Wind
USA,United States,Lincoln,39.0372,-98.153,Oil
USA,United States,Lincoln Ave Solar Project,40.7814,-73.0834,Solar
USA,United States,Lincoln Combustion,35.4317,-81.0347,Gas
USA,United States,Lincoln Financial Field,39.9008,-75.1675,Solar
USA,United States,Lincoln Generating Facility,41.3933,-87.9436,Gas
USA,United States,Lincoln Heights I,44.2878,-96.4333,Wind
USA,United States,Lincoln Heights II,44.3155,-96.3317,Wind
USA,United States,Lincoln Landfill,38.8381,-121.3419,Waste
USA,United States,Lincoln Solar,41.4628,-87.2603,Solar
USA,United States,Lincoln Solar  LLC (NC),35.3795,-81.8176,Solar
USA,United States,Lincolnton High School,35.4774,-81.2623,Oil
USA,United States,Lind Solar CSG,44.8024,-93.9087,Solar
USA,United States,Lindahl Wind Project  LLC,48.533,-102.933,Wind
USA,United States,Lindberg FIeld Solar,32.7292,-117.2077,Solar
USA,United States,Lindberg Field Solar 2,32.7294,-117.2051,Solar
USA,United States,Linde Wilmington,33.7886,-118.2294,Gas
USA,United States,Linden Cogen Plant,40.6322,-74.2156,Gas
USA,United States,Linden Solar Farm,40.62,-74.2144,Solar
USA,United States,Linden Wind Energy Project,45.7442,-120.7836,Wind
USA,United States,Lindsay Solar,36.2119,-119.1339,Solar
USA,United States,Lindstrom Solar CSG,45.3199,-92.7966,Solar
USA,United States,Lineage Logistics Solar,41.455,-87.752,Solar
USA,United States,Litchfield,45.1282,-94.5352,Oil
USA,United States,Lithia Solar,27.7533,-82.1647,Solar
USA,United States,Little Bay,41.7992,-71.436,Solar
USA,United States,Little Chute,44.2799,-88.2556,Hydro
USA,United States,Little Cottonwood,40.585,-111.8006,Hydro
USA,United States,Little Elk Wind Project LLC,35.1947,-98.9072,Wind
USA,United States,Little Falls (MN),45.975,-94.3691,Hydro
USA,United States,Little Falls (WA),47.8217,-117.9167,Hydro
USA,United States,Little Falls Hydro,43.0403,-74.8506,Hydro
USA,United States,Little Goose,46.5838,-118.0273,Hydro
USA,United States,Little Gypsy,30.0051,-90.4617,Gas
USA,United States,Little Mac Project,42.6296,-114.6616,Hydro
USA,United States,Little Pringle I Wind Farm,35.9643,-101.5402,Wind
USA,United States,Little Pringle II Wind Farm,35.9249,-101.5414,Wind
USA,United States,Little Quinnesec Falls Hydro Project,45.7736,-87.9894,Hydro
USA,United States,Little River PV 1,35.5389,-79.8042,Solar
USA,United States,Little Rock Pham Solar,34.6002,-117.9475,Solar
USA,United States,Little Wood Hydro Project,43.4252,-114.0256,Hydro
USA,United States,Littlefield Solar Center LLC,35.4339,-77.4381,Solar
USA,United States,Live Oak Limited,35.4837,-119.0298,Gas
USA,United States,Live Oak Solar  LLC,32.4238,-82.1028,Solar
USA,United States,Live Oak Wind Project,31.0486,-100.6231,Wind
USA,United States,Livingston Generating Facility,40.9314,-88.6548,Waste
